TransactionLineItemID,TransactionID,TransactionDate,TransactionTime,StoreID,StoreName,StoreLocation,StoreRegion,Latitude,Longitude,StoreType,EmployeeID,EmployeeFirstName,EmployeeLastName,ShiftType,CustomerID,CustomerFirstName,CustomerLastName,CustomerEmail,CustomerSinceDate,CustomerGender,CustomerAge,LoyaltyMemberID,LoyaltyStatus,PointsEarned,PointsBalance,IsRewardRedeemed,RewardType,ProductID,ProductName,ProductCategory,ProductSubCategory,OrderType,PaymentMethod,UnitPrice,Quantity,TotalLineItemPrice,DayOfWeek,Daypart
199,100055,05-10-2025,11:02:02,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP012,Tina,Little,Afternoon,CUS011,Sheila,Smith,micheleschroeder@example.com,08-02-2024,M,41,LM011,Gold,25,580,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Drive-Thru,Credit Card,4.25,3,12.75,Sunday,Morning
200,100055,05-10-2025,11:02:02,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP012,Tina,Little,Evening,CUS011,Sheila,Smith,micheleschroeder@example.com,08-02-2024,M,41,LM011,Gold,21,1644,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Drive-Thru,Credit Card,3.5,3,10.5,Sunday,Morning
201,100055,05-10-2025,11:02:02,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP012,Tina,Little,Morning,CUS011,Sheila,Smith,micheleschroeder@example.com,08-02-2024,M,41,LM011,Bronze,7,1962,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Drive-Thru,Credit Card,3.5,2,7,Sunday,Morning
202,100055,05-10-2025,11:02:02,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP012,Tina,Little,Afternoon,CUS011,Sheila,Smith,micheleschroeder@example.com,08-02-2024,M,41,LM011,Silver,19,1232,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Drive-Thru,Credit Card,4.25,3,12.75,Sunday,Morning
203,100055,05-10-2025,11:02:02,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP012,Tina,Little,Afternoon,CUS011,Sheila,Smith,micheleschroeder@example.com,08-02-2024,M,41,NULL,Non-Member,0,0,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Drive-Thru,Credit Card,3,1,3,Sunday,Morning
204,100055,05-10-2025,11:02:02,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP012,Tina,Little,Morning,CUS011,Sheila,Smith,micheleschroeder@example.com,08-02-2024,M,41,LM011,Gold,7,1328,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Drive-Thru,Credit Card,3.5,1,3.5,Sunday,Morning
205,100056,17-05-2025,09:58:53,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP018,Wayne,Brown,Evening,CUS195,Edward,Lamb,nicoleroman@example.org,04-05-2023,M,38,LM195,Gold,22,1709,TRUE,Free Pastry,P011,Breakfast Sandwich,Food,Sandwich,Mobile Order,Reward,5.5,2,11,Saturday,Morning
206,100056,17-05-2025,09:58:53,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP018,Wayne,Brown,Evening,CUS195,Edward,Lamb,nicoleroman@example.org,04-05-2023,M,38,LM195,Gold,14,1238,TRUE,50% Off,P010,Chocolate Croissant,Food,Pastry,Mobile Order,Reward,3.5,2,7,Saturday,Morning
207,100057,07-08-2025,08:21:34,S001,Downtown Main,New York,Northeast,40.7589,-73.9851,Premium,EMP037,Felicia,Marshall,Morning,CUS041,Nicole,Burnett,stephanielee@example.com,20-08-2022,F,42,LM041,Gold,8,1148,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Take-Out,Mobile Payment,4,1,4,Thursday,Morning
208,100057,07-08-2025,08:21:34,S001,Downtown Main,New York,Northeast,40.7589,-73.9851,Premium,EMP037,Felicia,Marshall,Evening,CUS041,Nicole,Burnett,stephanielee@example.com,20-08-2022,F,42,LM041,Gold,24,1541,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Take-Out,Mobile Payment,4,3,12,Thursday,Morning
209,100057,07-08-2025,08:21:34,S001,Downtown Main,New York,Northeast,40.7589,-73.9851,Premium,EMP037,Felicia,Marshall,Morning,CUS041,Nicole,Burnett,stephanielee@example.com,20-08-2022,F,42,LM041,Bronze,3,1157,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Take-Out,Mobile Payment,3.5,1,3.5,Thursday,Morning
210,100058,12-08-2025,21:18:36,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP008,Brian,Vasquez,Morning,CUS160,Stephanie,Hood,juan01@example.com,17-11-2020,M,32,NULL,Non-Member,0,0,TRUE,Free Beverage,P009,Coffee Cake,Food,Pastry,Dine-In,Reward,3,2,6,Tuesday,Evening
211,100059,11-08-2025,07:57:51,S004,SoHo District,New York,Northeast,40.7231,-74.0026,Premium,EMP025,Brian,Santiago,Morning,CUS137,Roger,Ramirez,rpitts@example.net,12-06-2022,M,61,LM137,Gold,33,1975,TRUE,Free Pastry,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Reward,5.5,3,16.5,Monday,Morning
212,100060,13-08-2025,23:46:36,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP048,Jeffery,Hernandez,Morning,CUS085,Carla,Williams,lori03@example.org,30-06-2022,F,25,LM085,Bronze,14,316,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Dine-In,Mobile Payment,4.75,3,14.25,Wednesday,Evening
213,100060,13-08-2025,23:46:36,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP048,Jeffery,Hernandez,Evening,CUS085,Carla,Williams,lori03@example.org,30-06-2022,F,25,LM085,Gold,25,116,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Dine-In,Mobile Payment,4.25,3,12.75,Wednesday,Evening
214,100060,13-08-2025,23:46:36,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP048,Jeffery,Hernandez,Afternoon,CUS085,Carla,Williams,lori03@example.org,30-06-2022,F,25,LM085,Silver,16,1507,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Dine-In,Mobile Payment,3.75,3,11.25,Wednesday,Evening
215,100060,13-08-2025,23:46:36,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP048,Jeffery,Hernandez,Afternoon,CUS085,Carla,Williams,lori03@example.org,30-06-2022,F,25,LM085,Bronze,6,581,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Dine-In,Mobile Payment,3,2,6,Wednesday,Evening
216,100060,13-08-2025,23:46:36,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP048,Jeffery,Hernandez,Morning,CUS085,Carla,Williams,lori03@example.org,30-06-2022,F,25,LM085,Bronze,14,1295,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Dine-In,Mobile Payment,4.75,3,14.25,Wednesday,Evening
217,100060,13-08-2025,23:46:36,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP048,Jeffery,Hernandez,Evening,CUS085,Carla,Williams,lori03@example.org,30-06-2022,F,25,LM085,Gold,9,1887,FALSE,NULL,P003,Latte,Hot Beverages,Espresso,Dine-In,Mobile Payment,4.5,1,4.5,Wednesday,Evening
218,100060,13-08-2025,23:46:36,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP048,Jeffery,Hernandez,Afternoon,CUS085,Carla,Williams,lori03@example.org,30-06-2022,F,25,LM085,Bronze,6,319,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Dine-In,Mobile Payment,3,2,6,Wednesday,Evening
219,100060,13-08-2025,23:46:36,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP048,Jeffery,Hernandez,Afternoon,CUS085,Carla,Williams,lori03@example.org,30-06-2022,F,25,LM085,Gold,33,719,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Mobile Payment,5.5,3,16.5,Wednesday,Evening
220,100060,13-08-2025,23:46:36,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP048,Jeffery,Hernandez,Afternoon,CUS085,Carla,Williams,lori03@example.org,30-06-2022,F,25,LM085,Gold,22,1774,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Dine-In,Mobile Payment,3.75,3,11.25,Wednesday,Evening
221,100061,02-05-2025,13:03:17,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP037,Felicia,Marshall,Morning,CUS075,Edward,Anderson,jenniferbright@example.net,20-07-2022,F,33,LM075,Bronze,4,396,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Take-Out,Credit Card,4.25,1,4.25,Friday,Afternoon
222,100061,02-05-2025,13:03:17,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP037,Felicia,Marshall,Morning,CUS075,Edward,Anderson,jenniferbright@example.net,20-07-2022,F,33,NULL,Non-Member,0,0,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Take-Out,Credit Card,3.75,2,7.5,Friday,Afternoon
223,100061,02-05-2025,13:03:17,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP037,Felicia,Marshall,Morning,CUS075,Edward,Anderson,jenniferbright@example.net,20-07-2022,F,33,LM075,Bronze,7,1409,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Take-Out,Credit Card,3.75,2,7.5,Friday,Afternoon
224,100061,02-05-2025,13:03:17,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP037,Felicia,Marshall,Evening,CUS075,Edward,Anderson,jenniferbright@example.net,20-07-2022,F,33,LM075,Bronze,7,652,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Take-Out,Credit Card,3.75,2,7.5,Friday,Afternoon
225,100061,02-05-2025,13:03:17,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP037,Felicia,Marshall,Afternoon,CUS075,Edward,Anderson,jenniferbright@example.net,20-07-2022,F,33,LM075,Bronze,10,1336,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Take-Out,Credit Card,5.25,2,10.5,Friday,Afternoon
226,100061,02-05-2025,13:03:17,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP037,Felicia,Marshall,Morning,CUS075,Edward,Anderson,jenniferbright@example.net,20-07-2022,F,33,LM075,Bronze,14,1825,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Take-Out,Credit Card,4.75,3,14.25,Friday,Afternoon
227,100061,02-05-2025,13:03:17,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP037,Felicia,Marshall,Afternoon,CUS075,Edward,Anderson,jenniferbright@example.net,20-07-2022,F,33,LM075,Gold,8,1753,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Take-Out,Credit Card,4,1,4,Friday,Afternoon
228,100062,30-04-2025,17:38:43,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP012,Tina,Little,Morning,CUS039,Daniel,Rosario,eferrell@example.net,02-05-2023,F,27,LM039,Silver,5,1291,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Drive-Thru,Mobile Payment,3.5,1,3.5,Wednesday,Evening
229,100062,30-04-2025,17:38:43,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP012,Tina,Little,Afternoon,CUS039,Daniel,Rosario,eferrell@example.net,02-05-2023,F,27,LM039,Gold,16,1358,FALSE,NULL,P012,Bagel,Food,Pastry,Drive-Thru,Mobile Payment,2.75,3,8.25,Wednesday,Evening
230,100062,30-04-2025,17:38:43,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP012,Tina,Little,Morning,CUS039,Daniel,Rosario,eferrell@example.net,02-05-2023,F,27,NULL,Non-Member,0,0,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Drive-Thru,Mobile Payment,4,3,12,Wednesday,Evening
231,100062,30-04-2025,17:38:43,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP012,Tina,Little,Afternoon,CUS039,Daniel,Rosario,eferrell@example.net,02-05-2023,F,27,LM039,Gold,7,1264,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Drive-Thru,Mobile Payment,3.5,1,3.5,Wednesday,Evening
232,100063,08-12-2024,15:28:15,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP046,Jason,Riley,Morning,CUS038,Julie,Austin,vasquezmarc@example.org,21-08-2021,F,34,LM038,Silver,6,462,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Drive-Thru,Credit Card,4.25,1,4.25,Sunday,Afternoon
233,100063,08-12-2024,15:28:15,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP046,Jason,Riley,Morning,CUS038,Julie,Austin,vasquezmarc@example.org,21-08-2021,F,34,LM038,Gold,16,1839,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Drive-Thru,Credit Card,4,2,8,Sunday,Afternoon
234,100063,08-12-2024,15:28:15,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP046,Jason,Riley,Morning,CUS038,Julie,Austin,vasquezmarc@example.org,21-08-2021,F,34,LM038,Bronze,9,1252,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Drive-Thru,Credit Card,3,3,9,Sunday,Afternoon
235,100063,08-12-2024,15:28:15,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP046,Jason,Riley,Evening,CUS038,Julie,Austin,vasquezmarc@example.org,21-08-2021,F,34,LM038,Gold,28,761,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Drive-Thru,Credit Card,4.75,3,14.25,Sunday,Afternoon
236,100063,08-12-2024,15:28:15,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP046,Jason,Riley,Morning,CUS038,Julie,Austin,vasquezmarc@example.org,21-08-2021,F,34,NULL,Non-Member,0,0,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Drive-Thru,Credit Card,3.75,3,11.25,Sunday,Afternoon
237,100063,08-12-2024,15:28:15,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP046,Jason,Riley,Morning,CUS038,Julie,Austin,vasquezmarc@example.org,21-08-2021,F,34,LM038,Gold,15,214,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Drive-Thru,Credit Card,3.75,2,7.5,Sunday,Afternoon
238,100064,21-12-2024,04:03:05,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP035,Robin,Harrington,Afternoon,CUS169,Carol,Villarreal,lindseynatalie@example.net,09-05-2023,F,38,LM169,Bronze,11,1682,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Dine-In,Mobile Payment,3.75,3,11.25,Saturday,Evening
239,100064,21-12-2024,04:03:05,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP035,Robin,Harrington,Afternoon,CUS169,Carol,Villarreal,lindseynatalie@example.net,09-05-2023,F,38,NULL,Non-Member,0,0,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Mobile Payment,5.5,3,16.5,Saturday,Evening
240,100064,21-12-2024,04:03:05,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP035,Robin,Harrington,Afternoon,CUS169,Carol,Villarreal,lindseynatalie@example.net,09-05-2023,F,38,LM169,Silver,15,461,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Dine-In,Mobile Payment,5.25,2,10.5,Saturday,Evening
241,100064,21-12-2024,04:03:05,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP035,Robin,Harrington,Evening,CUS169,Carol,Villarreal,lindseynatalie@example.net,09-05-2023,F,38,NULL,Non-Member,0,0,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Dine-In,Mobile Payment,3,3,9,Saturday,Evening
242,100064,21-12-2024,04:03:05,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP035,Robin,Harrington,Afternoon,CUS169,Carol,Villarreal,lindseynatalie@example.net,09-05-2023,F,38,LM169,Bronze,13,464,FALSE,NULL,P003,Latte,Hot Beverages,Espresso,Dine-In,Mobile Payment,4.5,3,13.5,Saturday,Evening
243,100064,21-12-2024,04:03:05,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP035,Robin,Harrington,Evening,CUS169,Carol,Villarreal,lindseynatalie@example.net,09-05-2023,F,38,LM169,Silver,24,523,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Mobile Payment,5.5,3,16.5,Saturday,Evening
244,100064,21-12-2024,04:03:05,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP035,Robin,Harrington,Afternoon,CUS169,Carol,Villarreal,lindseynatalie@example.net,09-05-2023,F,38,LM169,Silver,16,1803,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Mobile Payment,5.5,2,11,Saturday,Evening
245,100065,12-04-2025,03:08:23,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP039,Paul,Rivera,Morning,CUS069,Alicia,Arnold,edavis@example.net,09-03-2024,M,42,LM069,Silver,8,1613,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Credit Card,5.5,1,5.5,Saturday,Evening
246,100065,12-04-2025,03:08:23,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP039,Paul,Rivera,Afternoon,CUS069,Alicia,Arnold,edavis@example.net,09-03-2024,M,42,NULL,Non-Member,0,0,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Credit Card,5.5,3,16.5,Saturday,Evening
247,100065,12-04-2025,03:08:23,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP039,Paul,Rivera,Evening,CUS069,Alicia,Arnold,edavis@example.net,09-03-2024,M,42,LM069,Gold,14,1262,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Dine-In,Credit Card,3.5,2,7,Saturday,Evening
248,100065,12-04-2025,03:08:23,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP039,Paul,Rivera,Afternoon,CUS069,Alicia,Arnold,edavis@example.net,09-03-2024,M,42,LM069,Silver,15,344,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Dine-In,Credit Card,3.5,3,10.5,Saturday,Evening
249,100066,25-02-2025,18:41:04,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP038,James,Cannon,Evening,CUS200,Stephanie,Todd,sallen@example.com,16-06-2022,F,66,NULL,Non-Member,0,0,TRUE,Free Beverage,P010,Chocolate Croissant,Food,Pastry,Take-Out,Reward,3.5,1,3.5,Tuesday,Evening
250,100066,25-02-2025,18:41:04,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP038,James,Cannon,Afternoon,CUS200,Stephanie,Todd,sallen@example.com,16-06-2022,F,66,LM200,Silver,12,187,TRUE,Free Pastry,P012,Bagel,Food,Pastry,Take-Out,Reward,2.75,3,8.25,Tuesday,Evening
251,100067,26-09-2025,15:29:34,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP044,Tina,Sims,Afternoon,CUS116,James,Byrd,oscar78@example.net,16-09-2022,F,56,LM116,Gold,25,493,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Take-Out,Mobile Payment,4.25,3,12.75,Friday,Afternoon
252,100067,26-09-2025,15:29:34,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP044,Tina,Sims,Morning,CUS116,James,Byrd,oscar78@example.net,16-09-2022,F,56,LM116,Bronze,8,1553,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Take-Out,Mobile Payment,4.25,2,8.5,Friday,Afternoon
253,100067,26-09-2025,15:29:34,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP044,Tina,Sims,Evening,CUS116,James,Byrd,oscar78@example.net,16-09-2022,F,56,LM116,Gold,11,809,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Take-Out,Mobile Payment,5.5,1,5.5,Friday,Afternoon
254,100067,26-09-2025,15:29:34,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP044,Tina,Sims,Afternoon,CUS116,James,Byrd,oscar78@example.net,16-09-2022,F,56,LM116,Silver,20,1970,FALSE,NULL,P003,Latte,Hot Beverages,Espresso,Take-Out,Mobile Payment,4.5,3,13.5,Friday,Afternoon
255,100068,27-09-2025,21:03:00,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP016,Denise,Johnston,Morning,CUS010,Angela,Bean,jennifer97@example.com,07-08-2022,F,65,LM010,Gold,7,1344,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Dine-In,Credit Card,3.5,1,3.5,Saturday,Evening
256,100068,27-09-2025,21:03:00,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP016,Denise,Johnston,Afternoon,CUS010,Angela,Bean,jennifer97@example.com,07-08-2022,F,65,LM010,Bronze,13,795,FALSE,NULL,P003,Latte,Hot Beverages,Espresso,Dine-In,Credit Card,4.5,3,13.5,Saturday,Evening
257,100069,31-05-2025,00:30:08,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP005,Cory,Rice,Afternoon,CUS162,Christopher,Mendoza,forderic@example.com,13-05-2023,M,32,LM162,Gold,7,1757,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Dine-In,Credit Card,3.75,1,3.75,Saturday,Evening
258,100069,31-05-2025,00:30:08,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP005,Cory,Rice,Morning,CUS162,Christopher,Mendoza,forderic@example.com,13-05-2023,M,32,LM162,Silver,23,1987,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Dine-In,Credit Card,5.25,3,15.75,Saturday,Evening
259,100069,31-05-2025,00:30:08,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP005,Cory,Rice,Morning,CUS162,Christopher,Mendoza,forderic@example.com,13-05-2023,M,32,LM162,Bronze,10,1409,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Dine-In,Credit Card,3.5,3,10.5,Saturday,Evening
260,100069,31-05-2025,00:30:08,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP005,Cory,Rice,Evening,CUS162,Christopher,Mendoza,forderic@example.com,13-05-2023,M,32,LM162,Gold,5,517,FALSE,NULL,P012,Bagel,Food,Pastry,Dine-In,Credit Card,2.75,1,2.75,Saturday,Evening
261,100069,31-05-2025,00:30:08,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP005,Cory,Rice,Afternoon,CUS162,Christopher,Mendoza,forderic@example.com,13-05-2023,M,32,LM162,Silver,8,208,FALSE,NULL,P012,Bagel,Food,Pastry,Dine-In,Credit Card,2.75,2,5.5,Saturday,Evening
262,100069,31-05-2025,00:30:08,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP005,Cory,Rice,Afternoon,CUS162,Christopher,Mendoza,forderic@example.com,13-05-2023,M,32,LM162,Bronze,7,1140,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Dine-In,Credit Card,3.5,2,7,Saturday,Evening
263,100069,31-05-2025,00:30:08,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP005,Cory,Rice,Evening,CUS162,Christopher,Mendoza,forderic@example.com,13-05-2023,M,32,LM162,Silver,19,1033,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Dine-In,Credit Card,4.25,3,12.75,Saturday,Evening
264,100069,31-05-2025,00:30:08,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP005,Cory,Rice,Evening,CUS162,Christopher,Mendoza,forderic@example.com,13-05-2023,M,32,NULL,Non-Member,0,0,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Dine-In,Credit Card,4.25,3,12.75,Saturday,Evening
265,100069,31-05-2025,00:30:08,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP005,Cory,Rice,Afternoon,CUS162,Christopher,Mendoza,forderic@example.com,13-05-2023,M,32,LM162,Bronze,4,215,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Dine-In,Credit Card,4.75,1,4.75,Saturday,Evening
266,100069,31-05-2025,00:30:08,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP005,Cory,Rice,Afternoon,CUS162,Christopher,Mendoza,forderic@example.com,13-05-2023,M,32,LM162,Gold,10,1555,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Dine-In,Credit Card,5.25,1,5.25,Saturday,Evening
267,100069,31-05-2025,00:30:08,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP005,Cory,Rice,Afternoon,CUS162,Christopher,Mendoza,forderic@example.com,13-05-2023,M,32,LM162,Gold,8,1747,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Dine-In,Credit Card,4,1,4,Saturday,Evening
268,100070,12-06-2025,13:39:19,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP024,Brittany,Moore,Afternoon,CUS143,Jimmy,Parsons,ellen22@example.net,28-06-2023,F,64,LM143,Bronze,8,587,TRUE,50% Off,P012,Bagel,Food,Pastry,Drive-Thru,Reward,2.75,3,8.25,Thursday,Afternoon
269,100070,12-06-2025,13:39:19,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP024,Brittany,Moore,Evening,CUS143,Jimmy,Parsons,ellen22@example.net,28-06-2023,F,64,LM143,Gold,22,1960,TRUE,Free Pastry,P011,Breakfast Sandwich,Food,Sandwich,Drive-Thru,Reward,5.5,2,11,Thursday,Afternoon
270,100070,12-06-2025,13:39:19,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP024,Brittany,Moore,Morning,CUS143,Jimmy,Parsons,ellen22@example.net,28-06-2023,F,64,LM143,Bronze,13,380,TRUE,50% Off,P003,Latte,Hot Beverages,Espresso,Drive-Thru,Reward,4.5,3,13.5,Thursday,Afternoon
271,100071,21-01-2025,17:08:58,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP016,Denise,Johnston,Afternoon,CUS055,Dustin,Anderson,ohopkins@example.com,01-05-2022,F,40,LM055,Silver,13,1880,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Mobile Order,Cash,3,3,9,Tuesday,Evening
272,100072,15-05-2025,21:55:00,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP020,Derek,Gutierrez,Afternoon,CUS175,Katherine,Cruz,duffymichael@example.net,29-03-2023,F,62,NULL,Non-Member,0,0,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Drive-Thru,Cash,3.75,2,7.5,Thursday,Evening
